,date,symbol,enterpriseValue
1,2018-09-30,TALWGYM.NS,6978496450.420424
0,2018-03-31,THIRUSUGAR.NS,2279164988.7
1,2017-03-31,THIRUSUGAR.NS,2439010011.3
2,2016-03-31,THIRUSUGAR.NS,2371425000.0
3,2015-03-31,THIRUSUGAR.NS,9285020000.0
4,2014-03-31,THIRUSUGAR.NS,9067100000.0
5,2013-03-31,THIRUSUGAR.NS,1254056440.0
0,2020-03-31,UNITECH.NS,13437539862.5
1,2019-09-30,UNITECH.NS,4733671500.0
2,2018-03-31,UNITECH.NS,34735653122.8
3,2017-09-30,UNITECH.NS,41714078224.3
4,2017-03-31,UNITECH.NS,33021914563.8
5,2016-09-30,UNITECH.NS,37674400000.0
0,2013-03-31,UNITY.NS,3221449004.91262
1,2012-09-30,UNITY.NS,2271599619.91262
2,2007-03-31,UNITY.NS,6981604160.8
0,2019-09-31-01,VIDEOIND.NS,-582250000.0
1,2019-06-31-01,VIDEOIND.NS,-582250000.0
2,2019-06-30,VIDEOIND.NS,-63838743.75
3,2019-03-31,VIDEOIND.NS,337511906.25
4,2019-01-31,VIDEOIND.NS,337511906.25
5,2018-09-31-01,VIDEOIND.NS,-309852500.0
0,2020-09-30,WINSOME.NS,251439534.95
1,2020-03-31,WINSOME.NS,241129000.0
2,2019-09-30,WINSOME.NS,352262500.0
3,2019-03-31,WINSOME.NS,301517698.05
4,2013-03-31,WINSOME.NS,3493781775.55
5,2012-09-30,WINSOME.NS,5465536206.35
0,2020-03-31,TANTIACONS.NS,460500000.0
1,2019-09-30,TANTIACONS.NS,5794772975.0
2,2019-03-31,TANTIACONS.NS,25901715.700000003
3,2013-03-31,TANTIACONS.NS,1734340304.587554
4,2012-09-30,TANTIACONS.NS,2976141299.076934
5,2011-03-31,TANTIACONS.NS,5414225000.0
0,2020-09-30,TNTELE.NS,182695806.7
1,2020-03-31,TNTELE.NS,116178000.0
2,2019-12-31,TNTELE.NS,158014900.0
3,2019-09-30,TNTELE.NS,176551359.4
4,2019-03-31,TNTELE.NS,188173342.4
5,2018-12-31,TNTELE.NS,192365071.8
0,2020-09-30,NAGREEKCAP.NS,822864500.0
1,2020-03-31,NAGREEKCAP.NS,851704694.0
2,2019-09-30,NAGREEKCAP.NS,233765475.4
3,2019-03-31,NAGREEKCAP.NS,144769674.0
4,2018-09-30,NAGREEKCAP.NS,184567312.5
5,2018-03-31,NAGREEKCAP.NS,432898657.371748
0,2020-09-30,TFL.NS,265322500.0
1,2020-03-31,TFL.NS,134644316.0
2,2019-09-30,TFL.NS,290324158.4
3,2019-03-31,TFL.NS,210525013.0
4,2018-09-30,TFL.NS,227029000.0
5,2018-03-31,TFL.NS,338150033.79999995
0,2020-09-30,SHYAMTEL.NS,61740000.0
1,2020-03-31,SHYAMTEL.NS,72242000.0
2,2019-09-30,SHYAMTEL.NS,87297882.15
3,2019-03-31,SHYAMTEL.NS,88888000.0
4,2018-09-30,SHYAMTEL.NS,67519000.0
5,2018-03-31,SHYAMTEL.NS,273944993.5
0,2020-09-30,CREATIVEYE.NS,200349858.2
1,2020-03-31,CREATIVEYE.NS,-92487517.0
2,2019-09-30,CREATIVEYE.NS,153952550.0
3,2019-03-31,CREATIVEYE.NS,-72152318.0
4,2018-09-30,CREATIVEYE.NS,-58535572.65
5,2018-03-31,CREATIVEYE.NS,-34208983.19999999
0,2020-09-30,PREMIER.NS,140698409.10000002
1,2020-03-31,PREMIER.NS,476419341.0
2,2019-09-30,PREMIER.NS,682079575.0
3,2019-03-31,PREMIER.NS,675882201.1
4,2018-03-31,PREMIER.NS,1526601010.5463018
5,2017-03-31,PREMIER.NS,2134278145.6999998
0,2020-03-31,0A0D.L,25021472251.399998
0,2020-03-28,0A20.L,3770583972.76599
0,2020-03-31,0A28.L,102184108350.70801
0,2020-06-30,0A36.L,9245846800.0
0,2020-09-30,0A37.L,10385700000.0
0,2020-09-30,0AH7.L,4538571459.86185
0,2020-09-30,0DP4.L,579414326.59973
0,2020-03-31,0DTI.L,8436319720.0
0,2019-06-30,0E7S.L,834085539.07627
0,2020-03-31,0E7Z.L,156214982.9
0,2019-06-30,0EAW.L,4546892704.839621
0,2020-09-30,0EDD.L,51212019666.0
0,2020-09-27,0EDE.L,43859387355.71001
0,2019-06-30,0EEI.L,3094139567.1
0,2020-03-31,0EIB.L,720623395.3
0,2020-03-31,0EOF.L,5986261299.43611
0,2020-09-30,0G68.L,348500015.0
0,2020-03-31,0G9R.L,10045473620.0
0,2019-06-30,0GDU.L,15238257316.800001
0,2020-09-30,0GEG.L,1394010277.358
0,2020-06-30,0GFN.L,573800344.8000001
0,2020-06-30,0GP7.L,998109624.288
0,2020-03-31,0GVS.L,16573337500.0
0,2019-06-30,0GYQ.L,1256924476.842
0,2019-12-31,0H0L.L,1777368814.0
0,2020-03-31,0H19.L,721166767.33886
0,2020-03-31,0H8E.L,604925014.4000001
0,2020-03-31,0H9N.L,6258929182.9
0,2020-09-30,0HA5.L,1969499082.1
0,2020-09-30,0HBQ.L,13745383115.231998
0,2020-09-30,0HC3.L,9110770116.704
0,2020-09-30,0HCB.L,10170819814.0
0,2020-09-30,0HCR.L,14214413095.4
0,2020-09-30,0HD0.L,35887150200.0
0,2020-09-30,0HDD.L,2782899740.0
0,2020-09-30,0HE6.L,37340103990.0
0,2020-09-30,0HEC.L,62026655010.8
0,2020-09-30,0HEU.L,129572327126.532
0,2020-09-30,0HF6.L,14830250625.0
0,2020-09-30,0HFB.L,38798700000.0
0,2020-09-30,0HG3.L,13881400027.736
0,2020-09-30,0HGC.L,12198236000.0
0,2020-06-26,0HHB.L,12172815490.0
0,2020-09-30,0HHR.L,19191167500.0
0,2020-09-26,0HI1.L,7955057560.774
0,2020-06-30,0HI3.L,775687788.8
0,2020-06-30,0HIY.L,941715250.0
0,2020-09-30,0HJI.L,64955924012.1
0,2020-09-30,0HK4.L,5316800000.0
0,2020-09-30,0HKD.L,1722512778.64682
0,2019-06-30,0HKE.L,3079080000.0
0,2020-06-30,0HKF.L,2976060129.52131
0,2020-06-30,0HOH.L,9745832000.0
0,2020-09-30,0HOU.L,11447980412.0
0,2020-03-31,0HPH.L,-1753748340.0
0,2020-09-30,0HPW.L,14903018116.7
0,2020-06-30,0HQK.L,4522153480.0
0,2020-09-30,0HQN.L,12397703780.8
0,2020-09-30,0HR2.L,60963361828.086006
0,2020-09-30,0HRJ.L,62689671534.0
0,2020-09-30,0HRS.L,142770000000.0
0,2020-09-26,0HS2.L,10764170241.84
0,2020-09-30,0HTG.L,19561090293.0
0,2019-06-30,0HV8.L,3500711364.25482
0,2020-09-30,0HVB.L,72670144662.494
0,2020-06-30,0HVD.L,6740011800.0
0,2020-09-30,0HVF.L,26514819469.0
0,2020-09-30,0HVP.L,52645892842.567
0,2020-09-30,0HW0.L,494238125.0
0,2020-06-30,0HX7.L,19479452.08
0,2019-06-30,0HXI.L,1657470510.0
0,2020-09-30,0HXW.L,11630153955.005
0,2020-09-26,0HYI.L,2093739200.0
0,2020-09-30,0HYR.L,17455986551.47
0,2020-09-30,0I0H.L,7582294000.0
0,2020-09-27,0I14.L,7580145589.999999
0,2020-07-31,0I3I.L,12959355247.5
0,2020-09-30,0I4A.L,18463734000.0
0,2020-09-30,0I4W.L,84817118324.0
0,2020-06-30,0I4X.L,16947019866.0
0,2019-09-30,0I50.L,4687847789.97665
0,2020-09-27,0I58.L,23042000000.0
0,2020-09-30,0I9F.L,53693063062.55863
0,2020-09-30,0IBD.L,28849619326.0
0,2020-09-30,0IBG.L,30637287960.0
0,2020-08-01,0IC8.L,23022050000.0
0,2020-09-30,0IDR.L,76412911813.843
0,2020-09-30,0IF3.L,19835709272.2
0,2020-09-30,0IFA.L,48281800000.0
0,2020-06-30,0IFK.L,1361632204.34605
0,2020-09-30,0IFX.L,33731365784.0
0,2020-09-30,0IGA.L,3241299893.0
0,2020-09-30,0II4.L,77417713976.399
0,2020-09-30,0IIW.L,3861226376.0
0,2020-09-30,0IJV.L,20522961149.021408
0,2020-09-30,0IK2.L,7612654898.313
0,2020-09-30,0IK3.L,14736362401.116
0,2020-09-30,0IKW.L,30950950000.0
0,2020-09-30,0IL1.L,12388223653.818
0,2020-09-30,0ILW.L,103569000625.0
0,2020-09-30,0IP9.L,88751786489.6
0,2020-10-03,0IPC.L,1032944000.0
0,2020-09-30,0IR9.L,8929228000.0
0,2020-09-30,0IT7.L,56586047251.049995
0,2020-09-30,0ITL.L,17058751194.099998
0,2020-09-30,0IW7.L,41191227280.0
0,2020-09-30,0IYQ.L,1430199550.0
0,2020-09-30,0J11.L,9639189880.0
0,2020-09-27,0J3K.L,16076355471.713999
0,2020-06-30,0J4V.L,2766109809.2469997
0,2020-09-27,0J4X.L,22842973781.859997
0,2020-09-30,0J4Z.L,1259880000.0
0,2020-09-30,0J5I.L,30168839446.0
0,2020-09-30,0J86.L,12425169014.119999
0,2020-09-30,0J8P.L,37794170000.0
0,2020-09-27,0J8Z.L,47777065780.0
0,2020-09-30,0J9J.L,410834839.99999994
0,2020-09-30,0JBD.L,576788667.71034
0,2020-06-30,0JBU.L,937314460.0
0,2020-09-30,0JC3.L,53984640549.0
0,2020-09-30,0JDB.L,1107560520.0
0,2020-09-30,0JDK.L,4797429613.162
0,2020-09-30,0JDP.L,17942842280.0
0,2019-06-30,0JOX.L,11621061306.21
0,2020-09-30,0JPO.L,34261731362.427998
0,2020-09-30,0JQZ.L,54247549082.4
0,2020-09-27,0JS0.L,2254050000.0
0,2020-06-30,0JSB.L,31846473410.6
0,2020-06-30,0JSE.L,21411428310.85714
0,2020-09-27,0JT5.L,54724952634.16
0,2020-09-30,0JTM.L,54412071475.8
0,2020-09-30,0JTT.L,7493306271.4
0,2020-09-30,0JUZ.L,648761700.0
0,2020-09-30,0JVD.L,11807208462.893919
0,2020-09-26,0JVV.L,5552700000.0
0,2020-09-30,0JWC.L,22751383573.088
0,2020-09-30,0JX5.L,13456608135.898
0,2020-09-30,0JY9.L,22109000000.0
0,2020-03-31,0JYO.L,2686993768.40599
0,2020-09-30,0JYW.L,54458280976.8
0,2020-06-30,0JZ7.L,23155902901.046
0,2020-03-31,0JZT.L,293090400.0
0,2020-09-30,0JZZ.L,14945780600.0
0,2020-09-30,0K0E.L,64528578517.7372
0,2020-09-30,0K0X.L,38120979000.0
0,2020-09-30,0K1W.L,351259000.0
0,2020-09-30,0K2K.L,20717000434.0
0,2020-09-30,0K34.L,25437012810.0
0,2020-06-30,0K3S.L,7750078959.999999
0,2020-09-30,0K4T.L,18134550087.42665
0,2020-09-30,0K6O.L,9659396017.0
0,2020-09-30,0K6R.L,8576693803.6
0,2020-09-30,0K80.L,194762065623.0
0,2020-06-30,0K8E.L,25301470000.0
0,2020-09-30,0K91.L,23011038016.294918
0,2020-09-30,0K92.L,61699325163.5
0,2020-10-03,0K9L.L,22341262940.000004
0,2020-09-30,0KAB.L,23662486416.169003
0,2020-09-30,0KAK.L,115101745915.5
0,2020-09-30,0KCI.L,41975362999.768005
0,2020-09-30,0KCS.L,2582565098.8
0,2020-09-30,0KDU.L,1026444959.4100001
0,2020-09-30,0KE0.L,8613058053.4289
0,2020-09-30,0KEF.L,100267177018.0
0,2018-09-30,0KEZ.L,5180690000.0
1,2018-06-30,0KEZ.L,5231581093.799999
2,2018-03-31,0KEZ.L,5243760906.200001
0,2020-09-30,0KFU.L,11376750235.0
0,2020-09-30,0KFZ.L,29964037299.278168
0,2020-09-30,0KGH.L,5855870725.289
0,2020-09-30,0KHZ.L,66346529517.512
0,2020-09-30,0KIZ.L,5152974020.65646
0,2020-09-30,0KNY.L,25757030459.0
0,2020-09-30,0KOD.L,64453436600.0
0,2020-06-30,0KS2.L,39694420507.0
0,2020-06-30,0KS3.L,36959812452.549995
0,2020-02-02,0KSA.L,4133166108.6
1,2020-01-31,0KSA.L,4129943959.7999997
0,2020-10-03,0KSJ.L,10141962883.502
0,2020-09-30,0KSX.L,16890599728.0
0,2020-09-26,0KTS.L,5220480995.7
0,2020-09-30,0KUE.L,25756279294.28526
0,2020-09-30,0KW4.L,15665302007.723999
0,2020-09-30,0KXI.L,3308091605.2279997
0,2020-09-30,0KYY.L,49491976790.5
0,2020-09-30,0KYZ.L,44795258882.706
0,2020-09-30,0KZA.L,5424585440.0
0,2020-06-30,0L1G.L,22692228000.0
0,2020-10-02,0L3H.L,42135376498.799995
0,2020-09-30,0L45.L,6496011228.4
0,2020-09-30,0L5N.L,104801557539.701
0,2020-09-30,0L5V.L,69630220024.6976
0,2020-09-30,0L6P.L,72093127962.02368
0,2020-09-30,0L6Z.L,39012000000.0
0,2020-09-30,0L7A.L,10196212680.0
0,2020-09-26,0L7G.L,7681591616.400001
0,2020-09-30,0L7S.L,13958067629.10084
0,2020-09-30,0L85.L,1654895200.0
0,2020-09-30,0L8A.L,92756718937.0
0,2020-09-30,0L8F.L,28184860563.000004
0,2020-09-30,0L8U.L,4473319290.399
0,2020-09-30,0L95.L,73988677145.898
0,2020-09-26,0L9E.L,26916283859.078
0,2020-09-30,0L9Q.L,1086785662.0
0,2020-09-30,0LCX.L,17503087564.691998
0,2020-09-26,0LD5.L,12512438552.4
0,2020-09-30,0LDR.L,16431627171.91435
0,2020-09-30,0LE3.L,3043741360.0
0,2020-09-27,0LEF.L,16109534700.257
0,2020-09-30,0LF5.L,3673964791.3459997
0,2020-09-30,0LHL.L,7128603432.83708
0,2020-09-30,0LHP.L,5908018853.22459
0,2019-06-30,0LI9.L,9316343210.9
0,2020-09-30,0LIU.L,19623139770.0
0,2020-09-30,0LJE.L,4396425035.0
0,2020-09-30,0LJN.L,11175202172.6711
0,2020-09-30,0LK6.L,58598419186.0
0,2020-06-30,0LO4.L,30999412760.0
0,2020-09-30,0LS8.L,16994895247.72724
0,2020-09-30,0LTG.L,43971924304.4
0,2020-09-30,0LXB.L,55819728434.58099
0,2020-09-30,0M29.L,14840217819.400002
0,2020-06-30,0M3F.L,10976642114.6
0,2020-09-30,0M3Q.L,82244571390.5
0,2020-06-30,0MIL.L,1415527578.44
0,2020-09-30,0MQ0.L,705470510.58667
0,2020-06-30,0MSD.L,3448342596.98125
0,2020-09-30,0MT8.L,1078444018.76
0,2018-03-31,0MTK.L,44618100000.0
1,2017-09-30,0MTK.L,38317420000.0
2,2017-03-31,0MTK.L,42042410000.0
3,2016-12-31,0MTK.L,43540193557.0
4,2016-09-30,0MTK.L,43260957848.200005
5,2016-06-30,0MTK.L,44350757699.96
0,2020-06-30,0MTP.L,2959047536.4
0,2020-06-30,0MU2.L,6062690332.11965
0,2020-09-30,0MV8.L,727343959.1475999
0,2019-12-31,0N6K.L,262485550.0
0,2020-03-31,0N7O.L,1795931150.0
0,2020-03-31,0ND2.L,406373832.49999994
0,2020-09-30,0NES.L,304789840.0
0,2020-09-30,0NLD.L,166196129.2
0,2020-09-30,0NMK.L,179721000000.0
0,2020-03-31,0NX2.L,378563411448.0
0,2020-03-31,0NZ7.L,2316903960.0
0,2020-03-31,0NZY.L,2862479162.3519998
0,2020-09-30,0OAL.L,82980678726.86832
0,2020-09-30,0OB3.L,431491052.6
0,2020-03-31,0OR4.L,964727000.0
0,2020-03-31,0P4X.L,2960602188.4570003
0,2020-09-30,0P59.L,59708525000.0
0,2020-09-30,0PMJ.L,40301331000.0
0,2020-09-30,0Q3C.L,286837000.0
0,2020-09-30,0Q6H.L,777704960.0
0,2020-09-30,0Q89.L,55933491465.0
0,2020-09-30,0Q92.L,5288119986.10577
0,2019-06-30,0QAH.L,209820438188.0
0,2020-09-30,0QC9.L,12998716610.501701
0,2020-06-30,0QI6.L,334496385.6
0,2020-03-31,0QIG.L,1368695500.0
0,2020-09-30,0QKB.L,1870531640.0
0,2020-09-30,0QKI.L,31448104782.5
0,2020-09-30,0QLQ.L,1506907573.9559
0,2020-03-31,0QMU.L,34737102566.7
0,2020-09-30,0QMW.L,21721437364.30986
0,2020-09-30,0QNM.L,8113813001.396
0,2020-09-30,0QO8.L,7476563285.39633
0,2020-03-31,0QOA.L,10581472151.3
0,2019-09-07,0QOS.L,212861227025.0
0,2019-12-31,0QQ8.L,5118474804.0
0,2020-09-30,0QR3.L,58705089471.0
0,2020-03-31,0QTX.L,1853924122.5
0,2020-09-30,0QUC.L,243362703.72
0,2020-09-30,0QWC.L,7534437231.25
0,2019-12-31,0QWE.L,816970109.6999999
0,2020-09-30,0QY4.L,72063641528.0
0,2020-09-30,0QY8.L,71857492.5
0,2020-09-30,0QYD.L,35455830614.0
0,2020-09-30,0QYH.L,697298506.0
0,2020-09-30,0QYK.L,29956224593.009
0,2020-09-30,0QYM.L,1260153520.0
0,2020-09-30,0QYU.L,188751113566.0
0,2020-09-30,0QZ4.L,33071099365.0
0,2020-09-30,0QZ5.L,38994750000.0
0,2020-09-30,0QZA.L,88135644270.424
0,2020-09-30,0QZE.L,-25915918.0
0,2020-10-02,0QZF.L,18366701604.0
0,2020-09-30,0QZU.L,50477211710.1
0,2020-09-30,0QZY.L,4433798320.0
0,2020-09-30,0R00.L,19590921750.0
0,2020-03-31,0R01.L,340564357886.3
0,2020-09-30,0R03.L,39361823748.399994
0,2020-09-30,0R07.L,4711643840.0
0,2020-09-30,0R08.L,117026521738.0
0,2020-09-30,0R0A.L,2487637140.0
0,2020-09-30,0R0G.L,97066990000.0
0,2020-03-31,0R0J.L,3919978180.0
0,2020-08-31,0R0P.L,2632723887.06
0,2019-09-30,0R0T.L,139562424214.0
0,2020-09-30,0R0U.L,1823148700.0
0,2020-09-27,0R0V.L,2150883100.0
0,2020-09-30,0R13.L,24452763748.7
0,2020-09-30,0R19.L,83621361154.85199
0,2019-10-27,0R1A.L,49125599070.0
0,2020-09-30,0R1C.L,963261740.0
0,2020-09-30,0R1D.L,1894750500.0
0,2020-03-31,0R1F.L,150070328322.0
0,2020-03-31,0R1J.L,795183684.0000001
0,2020-09-30,0R1T.L,18647914983.216
0,2020-09-30,0R23.L,18858670000.0
0,2020-03-31,0R28.L,40274965509.0
0,2020-09-30,0R29.L,81008714185.0
0,2020-10-02,0R2B.L,187311594787.4
0,2020-09-30,0R2E.L,123528337358.40001
0,2020-09-30,0R2H.L,106325073708.0
0,2020-09-30,0R2J.L,14623993958.83
0,2020-09-30,0R2L.L,192992543883.49512
0,2020-09-30,0R2M.L,35374440707.4
0,2019-09-30,0R2O.L,21897600000.0
0,2020-09-30,0R2X.L,26633840000.0
0,2019-09-30,0R2Z.L,286589570209.0
0,2020-09-30,0R33.L,47459001199.99999
0,2020-06-30,0R35.L,5801695770.0
0,2020-09-30,0R3C.L,94193200805.0
0,2020-09-27,0R3E.L,111121483788.0
0,2019-06-30,0R3F.L,326894758.40000004
0,2020-09-30,0R3T.L,47899910440.899994
0,2020-09-30,0R5G.L,6432432702.10438
0,2020-09-30,0R5P.L,32074859482.8
0,2020-09-30,0R9H.L,1418075916.2
0,2020-06-30,0RA5.L,177981989.0
0,2020-09-30,0RAR.L,1614649750.45056
0,2020-03-31,0RBI.L,20855350235.0
0,2020-09-30,0RC6.L,1988820167.48932
0,2020-03-31,0RD8.L,1213567375.0
0,2019-12-31,0RF3.L,17355175046.469
0,2020-03-31,0RF7.L,4901406946.86
0,2020-03-31,0RG4.L,4991859924.8
0,2020-09-30,0RG5.L,874562803.44444
0,2020-09-30,0RH9.L,3302624620.0
0,2020-03-31,0RIW.L,509534000.0
0,2020-03-31,0RNQ.L,1590528000.0
0,2020-03-31,0RNX.L,11562245562.5
0,2020-02-29,0ROF.L,593351000.0
0,2020-06-30,0ROY.L,10010100026.6
0,2020-09-30,0ROZ.L,326443307.12
0,2020-03-31,0RP5.L,5166206168.35538
0,2020-09-30,0RPW.L,5389515817.900001
0,2020-09-30,0RPY.L,7939452025.337
0,2020-03-31,0RQ8.L,3430669055.1
0,2020-09-30,0RQE.L,3820265347.84599
0,2020-09-30,0RS2.L,925772416.722
0,2020-09-30,0RTL.L,1575098718.35528
0,2019-06-30,0RUH.L,15531165335.863998
0,2019-06-30,0RUL.L,1922498011.72011
0,2019-06-30,0RV0.L,2067955170.4726
0,2019-06-30,0RVA.L,1150152941.804
0,2019-06-30,0RVI.L,1292935000.0
0,2019-06-30,0RVJ.L,1246505530.0
0,2019-06-30,0RVK.L,1643031227.86658
0,2020-09-30,0S1Z.L,97495222000.0
0,2019-12-31,0S3F.L,23803604503.69587
0,2020-09-30,0SAY.L,3616000000.0
0,2019-06-30,0SFN.L,20811069419.0
0,2020-09-30,0SGO.L,7798164000.000001
0,2020-09-30,0SJQ.L,840647020400.0
0,2020-09-30,0SOM.L,14980224340.961561
0,2019-09-30,0SPT.L,23460899290.5449
0,2020-09-30,0T6G.L,308434326.8
0,2020-09-30,0TZZ.L,13639343976.52
0,2020-03-31,0U3Q.L,1663310000.0
0,2020-09-30,0U6C.L,10359259764.8
0,2020-09-30,0U6R.L,15140701384.400002
0,2020-09-30,0UC3.L,21342998430.0
0,2019-06-30,0UHC.L,602205572.88
0,2020-08-31,0UI4.L,2144896506.4
0,2020-07-31,0UKH.L,97553969780.0
0,2019-06-30,0UO9.L,20190186246.820843
0,2019-09-30,0UP5.L,3812167616.2
0,2019-05-31,0UR4.L,2903397000.0
0,2019-06-30,0UWL.L,1192116670.3
0,2019-09-30,0V1L.L,5759976603.71264
0,2020-06-30,0V38.L,16650990245.47
0,2020-06-30,0V46.L,81427220.9
0,2019-06-30,0V90.L,1354730460.0
0,2020-03-31,0V9D.L,783462766.2219
0,2020-06-30,0VA3.L,534378916.79999995
0,2019-05-31,0VB6.L,1211603070.2
0,2020-09-30,0VGE.L,2801595126.725
0,2020-09-30,0VGI.L,3051735435.6
0,2020-09-30,0VHA.L,122742797620.0
0,2020-09-30,0VKB.L,1794549549.9999998
0,2019-12-31,0VOA.L,1212157390.0
0,2020-06-30,0VOT.L,28400893190.042
0,2020-09-30,0VQD.L,75169321779.4972
0,2020-09-25,0VQJ.L,34857900000.0
0,2020-09-30,0VRQ.L,2926363327.1585
0,2019-09-30,0VVY.L,89720610286.61205
0,2019-09-30,0W2Y.L,85948178488.31
0,2019-06-30,0W89.L,699359993.42979
0,2019-09-30,0X4P.L,3884923852.15
0,2020-09-30,0XGN.L,2046705169.0
0,2020-09-30,0XHR.L,26629401319.818348
0,2020-09-30,0XX7.L,23452845863.40409
0,2020-10-02,0Y2A.L,17525500000.0
0,2020-09-30,0Y4Q.L,24197599350.0
0,2020-06-27,0Y5E.L,12487075275.0
0,2019-06-30,0YAL.L,63494174185.307014
0,2019-06-30,0YAY.L,22572653815.34826
0,2020-09-30,0YCP.L,27766958766.06
0,2020-09-30,0YG7.L,7925949540.7866
0,2020-09-30,0YG8.L,-93733464.0
0,2019-06-30,0YH9.L,12627945504.788
0,2019-06-30,0YNU.L,718002080.0
0,2019-06-30,0YP5.L,20045277080.0
0,2019-06-30,0YSU.L,114948999999.99998
0,2020-09-30,0Z6Y.L,1028815954.5
0,2019-06-30,0ZPV.L,1969270087.16
0,2020-09-30,3IN.L,245025200000.0
1,2020-03-31,3IN.L,209368000000.0
2,2019-09-30,3IN.L,-6000000.0
3,2019-03-31,3IN.L,223008400000.0
4,2018-09-30,3IN.L,-122600000.0
5,2018-03-31,3IN.L,216842406099.0
0,2020-06-30,7DIG.L,-183000.0
1,2019-12-31,7DIG.L,-149000.0
2,2019-06-30,7DIG.L,209665380.00000003
3,2018-12-31,7DIG.L,-461000.0
4,2018-06-30,7DIG.L,1816407223.95
5,2017-12-31,7DIG.L,-6978000.0
0,2020-06-30,888.L,-141300000.0
1,2019-12-31,888.L,-96900000.0
2,2019-06-30,888.L,-111000000.0
3,2018-12-31,888.L,-131500000.0
4,2018-06-30,888.L,-143600000.0
5,2017-12-31,888.L,-178400000.0
0,2020-06-30,88E.L,16722713.0
1,2019-12-31,88E.L,17469461.0
2,2019-06-30,88E.L,15632524.0
3,2018-12-31,88E.L,6402260.0
4,2018-06-30,88E.L,8322168.0
5,2017-12-31,88E.L,-14014422.0
0,2020-09-30,AA4.L,20700303633.0
1,2020-03-31,AA4.L,24873433916.0
2,2019-09-30,AA4.L,-110814899.0
3,2019-03-31,AA4.L,58674804850.0
4,2018-09-30,AA4.L,-76231462.0
5,2018-03-31,AA4.L,62495491385.0
0,2020-06-30,AAA.L,0.0
1,2019-12-31,AAA.L,0.0
2,2019-06-30,AAA.L,110568658.5
3,2018-12-31,AAA.L,-196262.0
4,2018-06-30,AAA.L,744623814.0
5,2017-12-31,AAA.L,-355418.0
0,2020-04-30,AAAP.L,542127.0
1,2019-10-31,AAAP.L,607873.0
2,2019-04-30,AAAP.L,246649.0
3,2018-10-31,AAAP.L,-600062.0
4,2018-04-30,AAAP.L,-48769.0
5,2017-10-31,AAAP.L,-75952.0
0,2020-06-30,AADV.L,-17074000.0
1,2019-12-31,AADV.L,-14529000.0
2,2019-06-30,AADV.L,6507272600.0
3,2018-12-31,AADV.L,-9189000.0
4,2018-06-30,AADV.L,5377328550.0
5,2017-12-31,AADV.L,0.0
0,2020-09-30,AAEV.L,-15542000.0
1,2020-03-31,AAEV.L,-21510000.0
2,2019-09-30,AAEV.L,-6947000.0
3,2019-03-31,AAEV.L,-4441000.0
4,2018-09-30,AAEV.L,-10401000.0
5,2018-03-31,AAEV.L,-9760000.0
0,2020-09-30,AAF.L,220309207516.0
1,2020-06-30,AAF.L,237150250000.0
2,2020-03-31,AAF.L,157234407547.4867
3,2019-09-30,AAF.L,191062796259.0
4,2019-06-30,AAF.L,220849750000.0
0,2020-06-30,AAIF.L,-5727000.0
1,2019-12-31,AAIF.L,-3458000.0
2,2019-06-30,AAIF.L,-7702000.0
3,2018-12-31,AAIF.L,-3622000.0
4,2018-06-30,AAIF.L,-5621000.0
5,2017-12-31,AAIF.L,-4872000.0
0,2020-06-30,AAL.L,4981000000.0
1,2019-12-31,AAL.L,3054000000.0
2,2019-06-30,AAL.L,2285000000.0
3,2018-12-31,AAL.L,1804000000.0
4,2018-06-30,AAL.L,2102000000.0
5,2017-12-31,AAL.L,2833000000.0
0,2020-03-31,AAM.L,-3493000.0
1,2019-09-30,AAM.L,-5179000.0
2,2019-03-31,AAM.L,2271698170.0
3,2018-09-30,AAM.L,-6202000.0
4,2018-03-31,AAM.L,3951091442.0
5,2017-09-30,AAM.L,-7041000.0
0,2020-06-30,AAOG.L,-170000.0
1,2019-12-31,AAOG.L,-170000.0
2,2019-06-30,AAOG.L,1624778236.0
3,2018-12-31,AAOG.L,-120983.0
4,2018-06-30,AAOG.L,1131545111.7
5,2017-12-31,AAOG.L,-2696911.0
0,2020-07-31,AAS.L,-10919000.0
1,2020-01-31,AAS.L,-8138000.0
2,2019-07-31,AAS.L,-10239000.0
3,2019-01-31,AAS.L,-14507000.0
4,2018-07-31,AAS.L,-9398000.0
5,2018-01-31,AAS.L,-5131000.0
0,2020-06-30,AATG.L,-26200000.0
1,2019-12-31,AATG.L,-32468000.0
2,2019-06-30,AATG.L,-11879000.0
3,2018-12-31,AATG.L,-7142000.0
4,2018-06-30,AATG.L,-10693000.0
5,2017-12-31,AATG.L,-10154000.0
0,2020-06-30,AAU.L,-2342000.0
1,2019-12-31,AAU.L,-453000.0
2,2019-06-30,AAU.L,2489758189.55
3,2018-12-31,AAU.L,-903000.0
4,2018-06-30,AAU.L,1483119134.1999998
5,2017-12-31,AAU.L,-555000.0
0,2020-09-30,AAVC.L,5662477536.0
1,2020-03-31,AAVC.L,6153474738.0
2,2019-09-30,AAVC.L,-15792000.0
3,2019-03-31,AAVC.L,6341184330.0
4,2018-09-30,AAVC.L,-8663000.0
5,2018-03-31,AAVC.L,6004350606.0
0,2020-06-30,AAZ.L,-29167000.0
1,2019-12-31,AAZ.L,-22886000.0
2,2019-06-30,AAZ.L,12505445628.0
3,2018-12-31,AAZ.L,-12852000.0
